{\rtf1\ansi\ansicpg1252\cocoartf1561\cocoasubrtf600
{\fonttbl\f0\fmodern\fcharset0 Courier;}
{\colortbl;\red255\green255\blue255;\red0\green0\blue0;}
{\*\expandedcolortbl;;\cssrgb\c0\c0\c0;}
\margl1440\margr1440\vieww10800\viewh8400\viewkind0
\deftab720
\pard\pardeftab720\sl280\partightenfactor0

\f0\fs24 \cf2 \expnd0\expndtw0\kerning0
\outl0\strokewidth0 \strokec2 34, Private, 287315, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
47, Local-gov, 216657, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 35, United-States, >50K\
36, Private, 219546, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K\
49, Self-emp-not-inc, 199590, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, Mexico, <=50K\
45, Private, 219632, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K\
28, Private, 32291, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 2174, 0, 40, United-States, <=50K\
27, Self-emp-not-inc, 153805, Some-college, 10, Married-civ-spouse, Transport-moving, Other-relative, Other, Male, 0, 0, 50, Ecuador, >50K\
20, Private, 39764, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
41, Private, 70092, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 38, United-States, <=50K\
26, Private, 157028, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 55, United-States, >50K\
29, Private, 180271, HS-grad, 9, Never-married, Tech-support, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
49, Private, 153536, Some-college, 10, Divorced, Prof-specialty, Not-in-family, White, Male, 14084, 0, 44, United-States, >50K\
32, Private, 239824, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
30, Private, 105908, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K\
53, Private, 250034, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 50, United-States, >50K\
22, ?, 327060, HS-grad, 9, Never-married, ?, Unmarried, Black, Male, 0, 0, 8, United-States, <=50K\
18, Private, 264017, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 16, Canada, <=50K\
45, Self-emp-inc, 177543, HS-grad, 9, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 50, United-States, <=50K\
21, ?, 169600, Some-college, 10, Married-spouse-absent, ?, Own-child, White, Female, 0, 0, 35, United-States, <=50K\
29, Private, 108706, Some-college, 10, Married-civ-spouse, Tech-support, Wife, White, Female, 0, 0, 40, United-States, <=50K\
43, Private, 213416, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Mexico, <=50K\
43, Local-gov, 175526, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K\
40, Private, 31621, HS-grad, 9, Married-spouse-absent, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K\
70, State-gov, 345339, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
37, Private, 386461, 5th-6th, 3, Divorced, Machine-op-inspct, Unmarried, White, Male, 0, 0, 45, Mexico, <=50K\
23, Private, 52566, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K\
54, Private, 76268, HS-grad, 9, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 0, 80, United-States, <=50K\
40, Private, 339814, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K\
44, Private, 187821, Bachelors, 13, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 55, United-States, <=50K\
43, Private, 33310, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K\
36, Private, 358682, Bachelors, 13, Never-married, Exec-managerial, Other-relative, White, Male, 0, 0, 50, ?, <=50K\
22, Local-gov, 467759, HS-grad, 9, Divorced, Machine-op-inspct, Own-child, White, Male, 0, 0, 48, United-States, <=50K\
51, Private, 241745, 5th-6th, 3, Separated, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, Mexico, <=50K\
32, Private, 37232, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K\
28, ?, 303674, HS-grad, 9, Married-civ-spouse, ?, Wife, White, Female, 3103, 0, 20, United-States, <=50K\
62, ?, 203126, 9th, 5, Never-married, ?, Unmarried, White, Female, 0, 0, 40, Dominican-Republic, <=50K\
58, Local-gov, 218724, HS-grad, 9, Widowed, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
17, Private, 721712, 10th, 6, Never-married, Other-service, Own-child, White, Male, 0, 0, 15, United-States, <=50K\
25, Private, 267284, HS-grad, 9, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 40, United-States, <=50K\
26, Private, 245465, Assoc-acdm, 12, Never-married, Sales, Own-child, White, Male, 0, 0, 30, United-States, <=50K\
34, Private, 81223, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 48, United-States, <=50K\
23, Private, 124971, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
47, State-gov, 216414, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K\
48, Private, 102202, HS-grad, 9, Divorced, Sales, Unmarried, White, Female, 0, 0, 50, United-States, <=50K\
50, Private, 226497, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 45, United-States, >50K\
51, Federal-gov, 68898, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K\
41, Private, 475322, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 1617, 35, United-States, <=50K\
53, Private, 77462, Some-college, 10, Separated, Prof-specialty, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K\
64, Private, 135527, Assoc-voc, 11, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K\
44, Federal-gov, 220563, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K\
33, Private, 295591, Preschool, 1, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, Mexico, <=50K\
23, Private, 160398, Some-college, 10, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male, 0, 0, 40, United-States, <=50K\
29, Private, 159479, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Other, Male, 0, 0, 55, United-States, <=50K\
21, Private, 276709, Some-college, 10, Never-married, Sales, Other-relative, White, Female, 0, 0, 40, United-States, <=50K\
69, Self-emp-not-inc, 199829, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1258, 40, United-States, <=50K\
38, Private, 202683, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
34, Private, 242960, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K\
37, Private, 183800, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 50, United-States, >50K\
40, Private, 207025, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 6849, 0, 38, United-States, <=50K\
55, Private, 239404, 10th, 6, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 45, United-States, <=50K\
51, Local-gov, 248327, Bachelors, 13, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States, >50K\
54, Private, 200450, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, <=50K\
42, Private, 155106, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K\
41, Private, 149909, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 7688, 0, 50, United-States, >50K\
59, Self-emp-not-inc, 119344, 10th, 6, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 36, United-States, <=50K\
33, Private, 178449, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 49, United-States, <=50K\
36, Private, 189703, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 60, United-States, >50K\
33, Private, 310655, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, <=50K\
47, Self-emp-inc, 188610, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 48, United-States, <=50K\
53, Local-gov, 229259, Assoc-acdm, 12, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 45, United-States, >50K\
55, Self-emp-not-inc, 170350, HS-grad, 9, Divorced, Other-service, Other-relative, White, Female, 0, 0, 40, United-States, <=50K\
55, ?, 105582, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 35, United-States, <=50K\
38, Private, 182609, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, Poland, <=50K\
18, Private, 92864, 12th, 8, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States, <=50K\
67, Local-gov, 256821, HS-grad, 9, Divorced, Protective-serv, Not-in-family, Black, Male, 0, 0, 20, United-States, <=50K\
59, Local-gov, 176118, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, >50K\
33, Private, 106014, Bachelors, 13, Divorced, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
35, Private, 258339, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K\
27, State-gov, 234135, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K\
27, Private, 191782, HS-grad, 9, Never-married, Other-service, Other-relative, Black, Female, 0, 0, 30, United-States, <=50K\
24, Private, 353010, Bachelors, 13, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 65, United-States, <=50K\
41, Private, 529216, Bachelors, 13, Divorced, Tech-support, Unmarried, Black, Male, 7430, 0, 45, ?, >50K\
19, Private, 63814, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 18, United-States, <=50K\
19, Local-gov, 273187, HS-grad, 9, Never-married, Protective-serv, Own-child, White, Female, 0, 0, 36, United-States, <=50K\
32, Private, 180296, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K\
25, Private, 190107, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K\
31, Private, 19491, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
36, Private, 184655, 10th, 6, Divorced, Transport-moving, Unmarried, White, Male, 0, 0, 48, United-States, <=50K\
46, Self-emp-not-inc, 181372, Bachelors, 13, Never-married, Farming-fishing, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K\
17, Self-emp-inc, 183784, 10th, 6, Never-married, Sales, Own-child, White, Male, 0, 0, 15, United-States, <=50K\
32, Private, 206365, HS-grad, 9, Never-married, Other-service, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K\
38, Private, 589809, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 45, United-States, >50K\
34, Local-gov, 246104, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 0, 0, 40, United-States, <=50K\
40, Private, 214010, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 37, United-States, <=50K\
33, Private, 162572, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 99999, 0, 40, United-States, >50K\
37, Private, 140713, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 0, 40, Jamaica, >50K\
27, Private, 191515, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K\
32, Private, 312667, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 50, United-States, >50K\
31, Federal-gov, 294870, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K\
38, Private, 33394, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K\
24, Self-emp-not-inc, 267396, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
38, Self-emp-not-inc, 190387, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K\
18, Private, 256005, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
26, Private, 433906, Assoc-acdm, 12, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
63, Private, 76860, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, >50K\
67, State-gov, 160158, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 8, United-States, <=50K\
40, Private, 211938, 10th, 6, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
20, Private, 332194, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, Black, Male, 0, 0, 20, United-States, <=50K\
54, Private, 22743, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 15024, 0, 60, United-States, >50K\
27, Private, 54861, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 32, United-States, <=50K\
37, ?, 122265, HS-grad, 9, Divorced, ?, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 42, ?, <=50K\
51, Private, 44000, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 99999, 0, 50, United-States, >50K\
49, Private, 24712, Bachelors, 13, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 35, Philippines, <=50K\
30, Private, 229504, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K\
35, Private, 112077, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 5013, 0, 40, United-States, <=50K\
19, Private, 41745, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, <=50K\
19, ?, 318264, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 30, United-States, <=50K\
40, Private, 199303, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K\
30, Private, 201697, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
63, Private, 170815, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 38, United-States, <=50K\
49, Private, 139268, Some-college, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
35, Private, 170195, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K\
32, Private, 159589, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 50, United-States, <=50K\
25, Private, 313930, 11th, 7, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, Mexico, <=50K\
30, Private, 284826, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K\
52, Local-gov, 192853, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Other, Male, 0, 0, 40, Jamaica, >50K\
36, ?, 216256, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 3464, 0, 30, United-States, <=50K\
48, Private, 207946, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 52, United-States, <=50K\
43, Private, 575172, Assoc-voc, 11, Married-civ-spouse, Transport-moving, Husband, White, Male, 3103, 0, 32, United-States, >50K\
63, Local-gov, 379940, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K\
19, ?, 47713, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K\
33, Self-emp-not-inc, 222162, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K\
21, ?, 494638, Assoc-acdm, 12, Never-married, ?, Own-child, White, Male, 0, 0, 15, United-States, <=50K\
38, Private, 223004, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
31, Local-gov, 94991, HS-grad, 9, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K\
44, Self-emp-not-inc, 75065, 12th, 8, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 60, Vietnam, <=50K\
38, Self-emp-not-inc, 29430, Some-college, 10, Divorced, Machine-op-inspct, Unmarried, White, Male, 0, 0, 40, United-States, <=50K\
55, Private, 156797, Some-college, 10, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K\
52, Private, 185283, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
60, Private, 142922, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K\
20, Private, 33087, Assoc-voc, 11, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
26, Private, 134888, Bachelors, 13, Never-married, Tech-support, Own-child, White, Female, 0, 0, 35, United-States, <=50K\
24, Private, 34446, Some-college, 10, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 37, United-States, <=50K\
39, Private, 22245, Bachelors, 13, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K\
30, Private, 123291, Some-college, 10, Separated, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
34, Private, 182918, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 7298, 0, 46, United-States, >50K\
57, Private, 171242, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K\
22, Private, 122272, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K\
27, Private, 224849, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K\
27, Local-gov, 247507, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 35, United-States, <=50K\
40, State-gov, 177083, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K\
